,CourseCode,CourseTitle,CourseTags,InstructionalFormat,Semester
2811,SOC 211,Introduction to Criminology,HB,Lecture,2_Fall-23
2812,SOC 212,Law and Society,HB,Lecture,4_Fall-24
2813,SOC 231,Media  Culture and Society,HB,Lecture,1_Spring-23
2815,SOC 234,Medical Sociology,HB,Lecture,2_Fall-23
2816,SOC 241,Social Class in America,HB,Lecture,3_Spring-24
2817,SOC 242,Sociology of Gender and Sexuality,HB,Lecture,1_Spring-23
2818,SOC 243,Race and Ethnic Relations,HB,Lecture,2_Fall-23
2819,SOC 251,Social Movements and Collective Behavior,HB,Lecture,4_Fall-24
2820,SOC 262,Social Determinants of Health,HB,Lecture,0_Fall-22
2821,SOC 280,Global Sociology,"HB, WC",Lecture,3_Spring-24
2826,SOC 470,Qualitative Research Seminar,WR,Seminar,0_Fall-22
2827,SOC 470,Qualitative Research Seminar (Topic to be determined),WR,Seminar,2_Fall-23
2828,SOC 470,Qualitative Research Seminar (The Sociology of the South),WR,Seminar,4_Fall-24
2851,SPN 201,Intermediate Spanish I,FL,Lecture,5_Spring-25
2852,SPN 201,Intermediate Spanish I,FL,Lecture,5_Spring-25
2853,SPN 201,Intermediate Spanish I,FL,Lecture,5_Spring-25
2854,SPN 201,Intermediate Spanish I,FL,Lecture,0_Fall-22
2855,SPN 201,Intermediate Spanish I,FL,Lecture,0_Fall-22
2856,SPN 201,Intermediate Spanish I,FL,Lecture,3_Spring-24
2857,SPN 201,Intermediate Spanish I,FL,Lecture,3_Spring-24
2858,SPN 201,Intermediate Spanish I,FL,Lecture,0_Fall-22
2861,SPN 215,Composition and Conversation,FL,Lecture,1_Spring-23
2862,SPN 215,Composition and Conversation,FL,Lecture,4_Fall-24
2863,SPN 215,Composition and Conversation,FL,Lecture,4_Fall-24
2864,SPN 215,Composition and Conversation,FL,Lecture,4_Fall-24
2865,SPN 215,Composition and Conversation,FL,Lecture,3_Spring-24
2866,SPN 215,Composition and Conversation,FL,Lecture,3_Spring-24
2867,SPN 220,Spanish Civilization,FL,Lecture,3_Spring-24
2868,SPN 240,Latin American Civilization,"FL, WC",Lecture,4_Fall-24
2869,SPN 240,Latin American Civilization,"FL, WC",Lecture,0_Fall-22
2870,SPN 240,Latin American Civilization,"FL, WC",Lecture,4_Fall-24
2871,SPN 260,Hispanics in the United States,"FL, WC",Lecture,2_Fall-23
2872,SPN 270,Introduction to Literary Analysis,"FL, TA",Lecture,5_Spring-25
2873,SPN 270,Introduction to Literary Analysis,"FL, TA",Lecture,5_Spring-25
2874,SPN 270,Introduction to Literary Analysis,"FL, TA",Lecture,1_Spring-23
2875,SPN 270,Introduction to Literary Analysis,"FL, TA",Lecture,2_Fall-23
2876,SPN 270,Introduction to Literary Analysis,"FL, TA",Lecture,1_Spring-23
2877,SPN 270,Introduction to Literary Analysis,"FL, TA",Lecture,4_Fall-24
2878,SPN 300,Introduction to Hispanic Linguistics,HB,Lecture,0_Fall-22
2879,SPN 302,Medical Spanish,FL,Lecture,5_Spring-25
2884,SPN 330,Reading and Writing the Hispanic World,"TA, WR",Lecture,1_Spring-23
2885,SPN 400,Advanced Studies in Hispanic Linguistics (Bilingualism in the Spanish-speaking World),HB,Lecture,3_Spring-24
2887,SPN 430,Readings in Spanish Literature (Transition and Historical Memory in Spanish Fiction and Film),TA,Lecture,2_Fall-23
2888,SPN 430,Readings in Spanish Literature (Miguel de Unamuno),TA,Lecture,0_Fall-22
2889,SPN 430,"Readings in Spanish Literature (Race, Gender, and Activism in Contemporary Spain)",TA,Lecture,5_Spring-25
2890,SPN 445,Latin American Women's Literature,TA,Lecture,1_Spring-23
2891,SPN 460,Readings in Spanish American Literature (Monstrous Literature in Latin America),TA,Lecture,3_Spring-24
2892,SPN 460,Readings in Spanish American Literature (Mexico: Text and Image),TA,Lecture,4_Fall-24
2897,SUS 120,Principles of Sustainability Science,"NWL, NE",Laboratory,2_Fall-23
2898,SUS 120,Principles of Sustainability Science,"NWL, NE",Lecture,2_Fall-23
2899,SUS 120,Principles of Sustainability Science,"NWL, NE",Laboratory,2_Fall-23
2900,SUS 120,Principles of Sustainability Science,"NWL, NE",Lecture,2_Fall-23
2901,SUS 120,Principles of Sustainability Science,"NWL, NE",Laboratory,2_Fall-23
2902,SUS 120,Principles of Sustainability Science,"NWL, NE",Lecture,2_Fall-23
2903,SUS 120,Principles of Sustainability Science,"NWL, NE",Laboratory,1_Spring-23
2904,SUS 120,Principles of Sustainability Science,"NWL, NE",Lecture,1_Spring-23
2913,SUS 220,Mineral Resources and Sustainable Development,WR,Laboratory,5_Spring-25
2914,SUS 220,Mineral Resources and Sustainable Development,WR,Lecture,5_Spring-25
2915,SUS 220,Mineral Resources and Sustainable Development,WR,Laboratory,1_Spring-23
2916,SUS 220,Mineral Resources and Sustainable Development,WR,Lecture,1_Spring-23
2933,SUS 335,Sustainability and Social Justice,IEJ,Lecture,3_Spring-24
2934,SUS 335,Sustainability and Social Justice,IEJ,Laboratory,3_Spring-24
2941,SUS 472,Research and Analysis,WR,Seminar,4_Fall-24
2942,SUS 473,Sustainability Science Practicum,WR,Laboratory,0_Fall-22
2943,SUS 473,Sustainability Science Practicum,WR,Seminar,0_Fall-22
2944,SUS 473,Sustainability Science Practicum,WR,Seminar,4_Fall-24
2952,THA 101,Introduction to Theatre,VP,Lecture,5_Spring-25
2953,THA 101,Introduction to Theatre,VP,Lecture,2_Fall-23
2954,THA 101,Introduction to Theatre,VP,Lecture,3_Spring-24
2955,THA 111,Introduction to Acting,VP,Lecture,3_Spring-24
2959,THA 116,Costume Crafts,VP,Lecture,1_Spring-23
2960,THA 116,Costume Crafts,VP,Lecture,5_Spring-25
2961,THA 116,Costume Crafts,VP,Laboratory,2_Fall-23
2962,THA 116,Costume Crafts,VP,Lecture,2_Fall-23
2963,THA 116,Costume Crafts,VP,Laboratory,5_Spring-25
2964,THA 120,Acting,VP,Lecture,2_Fall-23
2965,THA 210,Theatre History I,HA,Lecture,2_Fall-23
2970,THA 224,Movement for the Actor,MB,Laboratory,3_Spring-24
2971,THA 224,Movement for the Actor,MB,Lecture,3_Spring-24
2972,THA 230,Readings in Dramatic Literature,TA,Lecture,1_Spring-23
2973,THA 240,Playwriting,VP,Lecture,3_Spring-24
3014,WGS 101,Issues in Women's  Gender and Sexuality Studies,IEJ,Lecture,5_Spring-25
3015,WGS 230,Issues in Women's  Gender and Sexuality Studies,IEJ,Lecture,3_Spring-24
3018,WGS 250,Introduction to Queer Theory and Sexuality Studies,"TA, IEJ",Lecture,5_Spring-25
