CourseCode,Section,CourseTitle,RoomId,Days,Time,Status,InstructorName,Mode,Fill
ENG 111,03,Texts and Meaning (British Literature Since 1798),FUR-117,MWF,11:30 AM - 12:20 PM,Closed,Jeanne Provost,In-Person,18/18
ENG 112,01,Texts and Identities (Biography and Identity),FUR-106,MWF,9:30 AM - 10:20 AM,Open,Gretchen Braun,In-Person,12/18
ENG 112,02,Texts and Identities (Biography and Identity),FUR-106,TR,2:30 PM - 3:45 PM,Closed,Gregg Hecimovich,In-Person,18/18
ENG 112,03,Texts and Identities (Biography and Identity),FUR-106,TR,4:00 PM - 5:15 PM,Open,Gregg Hecimovich,In-Person,17/18
ENG 200,01,Introduction to Creative Writing,FUR-106,TR,1:00 PM - 2:15 PM,Closed,Gregg Hecimovich,In-Person,18/18
ENG 200,02,Introduction to Creative Writing,FUR-111,MWF,9:30 AM - 10:20 AM,Closed,Laura Morris,In-Person,12/12
ENG 212,01,Journalism Principles and Practice,FUR-111,MWF,10:30 AM - 11:20 AM,Closed,Laura Morris,In-Person,12/12
ENG 215,01,Copyediting,FUR-109,TR,2:30 PM - 3:45 PM,Closed,Jordana Megonigal,In-Person,12/12
ENG 221,01,Writing Fiction,FUR-107,TR,2:30 PM - 3:45 PM,Closed,Magdelyn Hammond Helwig,In-Person,14/12
ENG 223,01,Writing Nonfiction,FUR-121,MWF,1:30 PM - 2:20 PM,Open,Laura Morris,In-Person,11/12
ENG 230,01,Digital Writing,FUR-106,TR,10:00 AM - 11:15 AM,Open,Joni Tevis,In-Person,10/12
ENG 270,01,Queer Stories,FUR-106,TR,8:30 AM - 9:45 AM,Open,Margaret Oakes,In-Person,11/12
ENG 281,01,Food Writing,FUR-106,TR,11:30 AM - 12:45 PM,Closed,Nick Radel,In-Person,18/18
ENG 319,01,Major Figures in Early Modern British Literature,FUR-109,M,5:00 PM - 6:15 PM,Open,Jane Stern,In-Person,11/12
ENG 336,01,British Romantic Literature,FUR-117,TR,10:00 AM - 11:15 AM,Open,Margaret Oakes,In-Person,16/18
ENG 353,01,Critical and Cultural Theory,FUR-107,TR,1:00 PM - 2:15 PM,Closed,Michele Speitz,In-Person,20/18
ENG 363,TU,Mystery and Detective Fiction,FUR-106,MWF,10:30 AM - 11:20 AM,Open,Gretchen Braun,In-Person,13/18
ENG 399,01,Upper Level Pathways,W | 11:00 AM - 12:30 PM,,,Closed,Margaret Oakes,In-Person,1/0
ENG 475,01,Senior Seminar in English,FUR-214,MW,12:30 PM - 1:20 PM,Closed,Margaret Oakes,In-Person,29/20
ENG 501,01,Independent Study,FUR-107,W,2:45 PM - 5:30 PM,Closed,Willard Pate,In-Person,13/12
ENG 501,02,Independent Study,ENG 501-01 - Independent Study,,,Closed,Timothy Helwig,In-Person,1/0
EST 301,01,Environment and Society,ENG 501-02 - Independent Study,,,Closed,Willard Pate,In-Person,1/0
EST 301,01L,Environment and Society,PYR-222,TR,11:30 AM - 12:45 PM,Open,John Quinn,In-Person,14/24
FRN 120,01,Elementary French II,EST 301-01L - Environment and Society,,,Open,John Quinn,In-Person,14/24
FRN 120,02,Elementary French II,FUR-229,MTRF,10:30 AM - 11:20 AM,Open,Carole Salmon,In-Person,12/18
FRN 120,03,Elementary French II,FUR-229,MTRF,11:30 AM - 12:20 PM,Open,Carole Salmon,In-Person,16/18
FRN 201,01,Intermediate French I,FUR-209,MTRF,11:30 AM - 12:20 PM,Closed,Daniel Worden,In-Person,18/18
FRN 201,02,Intermediate French I,FUR-110,MWF,10:30 AM - 11:20 AM,Open,Nathan Brown,In-Person,16/18
FRN 208,01,French Language House,FUR-110,MWF,1:30 PM - 2:20 PM,Open,Nathan Brown,In-Person,7/18
FRN 214,01,French Conversation,FRN 208-01 - French Language House,,,Open,"Carole Salmon, Marianne Bessy",In-Person,7/24
FRN 332,01,French Literature and Civilization II: Classicism and Enlightenment,FUR-209,MWF,10:30 AM - 11:20 AM,Open,Marianne Bessy,In-Person,16/18
FRN 332,TU,French Literature and Civilization II: Classicism and Enlightenment,FUR-110,MWF,9:30 AM - 10:20 AM,Open,Nathan Brown,In-Person,18/24
FRN 430,01,Studies in French Literature,FRN 332-TU - French Literature and Civilization II: Classicism and Enlightenment,,,Open,Nathan Brown,In-Person,1/24
FST 202,01,Introduction to Reading Film,FUR-204,MWF,1:30 PM - 2:20 PM,Open,Daniel Worden,In-Person,17/24
FST 202,01L,Introduction to Reading Film,FUR-106,MW,11:30 AM - 12:20 PM,Open,Willard Pate,In-Person,17/18
FYW 1111,01,Haunted Mansions,FUR-214,M,2:30 PM - 5:00 PM,Open,Willard Pate,In-Person,17/18
FYW 1111,02,Haunted Mansions,FUR-121,MWF,9:30 AM - 10:20 AM,Open,Timothy Helwig,In-Person,11/12
FYW 1137,01,Freedom or Oppression: Human Rights in Asia,FUR-121,MWF,10:30 AM - 11:20 AM,Closed,Timothy Helwig,In-Person,12/12
FYW 1140,01,History of Detective Fiction,FUR-109,TR,1:00 PM - 2:15 PM,Closed,Veena Khandke,In-Person,12/12
FYW 1141,01,Homer and History,FUR-111,TR,1:00 PM - 2:15 PM,Closed,Margaret Oakes,In-Person,12/12
FYW 1167,01,American Disaster Literature,FUR-107,MWF,1:30 PM - 2:20 PM,Open,Emma Brobeck,In-Person,11/12
FYW 1178,01,Academic Autobiography,FUR-119,TR,1:00 PM - 2:15 PM,Open,Joni Tevis,In-Person,5/12
FYW 1185,CE,Crossing Borders/Rites of Passage,JHN-106G,TR,8:30 AM - 9:45 AM,Open,Kenneth Kolb,In-Person,10/12
FYW 1202,01,Medieval Forests in Literature and Law,JHN-106G,TR,10:00 AM - 11:15 AM,Closed,Angelica Lozano-Alonso,In-Person,12/12
FYW 1206,01,Spain in the U.S. Imagination,FUR-119,MWF,1:30 PM - 2:20 PM,Closed,Jeanne Provost,In-Person,12/12
FYW 1232,01,Inferno: Tales of Hell and Justice,JHN-111I,MWF,10:30 AM - 11:20 AM,Closed,Linda Bartlett,In-Person,12/12
FYW 1234,01,Bird by Bird: Interactions in Nature and Society,FUR-107,MWF,9:30 AM - 10:20 AM,Closed,David Fink,In-Person,12/12
FYW 1239,01,Pseudoscience and Skepticism,PYR-143,TR,8:30 AM - 9:45 AM,Closed,John Quinn,In-Person,12/12
FYW 1245,01,The Parables of Jesus,JHN-206H,TR,1:00 PM - 2:15 PM,Open,Erin Wamsley,In-Person,11/12
FYW 1266,01,Inside the White Cube: Exhibition Practice and History,JHN-207,TR,11:30 AM - 12:45 PM,Open,Brian Bunnell,In-Person,11/12
FYW 1272,01,Biodiversity: The Other Earthlings,FUR-121,TR,1:00 PM - 2:15 PM,Open,Stephen Mandravelis,In-Person,10/12
FYW 1311,01,Game On! Tabletop Play and Contemporary Culture,PYR-143,M,2:30 PM - 5:20 PM,Closed,Wade Worthen,In-Person,12/12
FYW 1311,02,Game On! Tabletop Play and Contemporary Culture,FUR-111,TR,8:30 AM - 9:45 AM,Closed,James Engelhardt,In-Person,12/12
FYW 1312,01,Technofeminism,FUR-111,TR,10:00 AM - 11:15 AM,Closed,James Engelhardt,In-Person,12/12
FYW 1320,01,"Leaders, Leadership, and Writing",FUR-127,MWF,8:30 AM - 9:20 AM,Closed,Mai Nou Xiong-Gum,In-Person,12/12
FYW 1321,01,African American Agency in the Civil War era,RLY-109E,TR,1:00 PM - 2:15 PM,Closed,Ken Peterson,In-Person,12/12
FYW 1322,01,From Frankenstein to WandaVision,FUR-119,MWF,9:30 AM - 10:20 AM,Open,Holly Pinheiro,In-Person,11/12
FYW 1322,02,From Frankenstein to WandaVision,HIP-107,MWF,9:30 AM - 10:20 AM,Closed,Paul Thomas,In-Person,12/12
FYW 1323,01,What is a Cult?,HIP-107,MWF,11:30 AM - 12:20 PM,Open,Paul Thomas,In-Person,10/12
FYW 1326,01,Cultural Narratives in Reality TV,RLY-102,MWF,9:30 AM - 10:20 AM,Closed,Grace Stadnyk,In-Person,12/12
FYW 1327,01,Health Headlines,TPH-ANX,TR,2:30 PM - 3:45 PM,Closed,Caroline Davis,In-Person,12/12
FYW 1328,01,Men & Masculinities,PAC-116,TR,1:00 PM - 2:15 PM,Closed,Shaniece Criss,In-Person,12/12
FYW 1330,01,The Impact of the College Environment on Health,FUR-119,TR,2:30 PM - 3:45 PM,Open,Erik Anderson,In-Person,11/12
GRK 120,01,Elementary Greek II,PAC-105,TR,10:00 AM - 11:15 AM,Open,Julian Reed,In-Person,11/12
GRK 315,01,Ancient Greek: Translation & Research Methods (Topic to be Determined),FUR-108,MTRF,11:30 AM - 12:20 PM,Open,Eunice Kim,In-Person,22/24
GRM 120,01,Elementary German II,FUR-108,MWF,1:30 PM - 2:20 PM,Open,Chiara Palladino,In-Person,5/12
GRM 120,02,Elementary German II,FUR-107,MTRF,8:30 AM - 9:20 AM,Open,"Ilka Rasch, Matthew Anderson",In-Person,13/18
GRM 120,03,Elementary German II,FUR-230,MTRF,10:30 AM - 11:20 AM,Open,Anne Culberson,In-Person,17/18
GRM 208,01,German Language House,FUR-230,MTRF,11:30 AM - 12:20 PM,Open,"Ilka Rasch, Matthew Anderson",In-Person,15/18
GRM 240,01,Introduction to German Comics and Graphic Novels,GRM 208-01 - German Language House,,,Open,Anne Culberson,In-Person,3/24
HSC 075,01,Seminar in Public Health,FUR-118,TR,10:00 AM - 11:15 AM,Open,"Ilka Rasch, Matthew Anderson",In-Person,15/18
HSC 075,02,Seminar in Public Health,PAC-105,W,12:30 PM - 1:20 PM,Open,Meghan Slining,In-Person,9/25
HSC 101,01,Wellness Concepts,PAC-113,W,12:30 PM - 1:20 PM,Open,Anna Cass,In-Person,8/25
HSC 101,01L,Wellness Concepts,PAC-113,MW,8:30 AM - 9:20 AM,Closed,Heath Burton,In-Person,25/25
HSC 101,02,Wellness Concepts,PAC-FTC,TR,8:30 AM - 9:20 AM,Closed,Heath Burton,In-Person,25/25
HSC 101,02L,Wellness Concepts,PAC-113,MW,9:30 AM - 10:20 AM,Open,Heath Burton,In-Person,24/25
HSC 101,03,Wellness Concepts,PAC-FTC,TR,9:30 AM - 10:20 AM,Open,Heath Burton,In-Person,24/25
HSC 101,03L,Wellness Concepts,PAC-116,TR,9:30 AM - 10:20 AM,Closed,Eric Sobolewski,In-Person,25/25
HSC 101,04,Wellness Concepts,PAC-FTC,MW,9:30 AM - 10:20 AM,Closed,Eric Sobolewski,In-Person,25/25
HSC 101,04L,Wellness Concepts,PAC-116,TR,10:30 AM - 11:20 AM,Closed,Tim Patrick,In-Person,26/25
HSC 101,05,Wellness Concepts,PAC-FTC,MW,10:30 AM - 11:20 AM,Closed,Tim Patrick,In-Person,26/25
HSC 101,05L,Wellness Concepts,PAC-114,MW,10:30 AM - 11:20 AM,Open,Tony Caterisano,In-Person,16/25
HSC 101,06,Wellness Concepts,PAC-FTC,TR,10:30 AM - 11:20 AM,Open,Tony Caterisano,In-Person,16/25
HSC 101,06L,Wellness Concepts,PAC-116,TR,11:30 AM - 12:20 PM,Closed,Tim Patrick,In-Person,26/25
HSC 101,07,Wellness Concepts,PAC-FTC,MW,11:30 AM - 12:20 PM,Closed,Tim Patrick,In-Person,26/25
HSC 101,07L,Wellness Concepts,PAC-116,MW,11:30 AM - 12:20 PM,Closed,Eric Sobolewski,In-Person,31/25
HSC 101,08,Wellness Concepts,PAC-FTC,TR,11:30 AM - 12:20 PM,Closed,Eric Sobolewski,In-Person,31/25
HSC 101,08L,Wellness Concepts,PAC-114,MW,1:30 PM - 2:20 PM,Open,Tony Caterisano,In-Person,3/25
HSC 101,09,Wellness Concepts,PAC-FTC,TR,1:30 PM - 2:20 PM,Open,Tony Caterisano,In-Person,3/25
HSC 101,09L,Wellness Concepts,PAC-114,TR,1:30 PM - 2:20 PM,Open,Kelly Frazier,In-Person,24/25
HSC 101,10,Wellness Concepts,PAC-FTC,MW,1:30 PM - 2:20 PM,Open,Kelly Frazier,In-Person,24/25
HSC 101,10L,Wellness Concepts,PAC-114,TR,2:30 PM - 3:20 PM,Closed,Kelly Frazier,In-Person,25/25
HSC 101,11,Wellness Concepts,PAC-FTC,MW,2:30 PM - 3:20 PM,Closed,Kelly Frazier,In-Person,25/25
HSC 101,11L,Wellness Concepts,PAC-116,TR,8:30 AM - 9:20 AM,Open,Chris Hopkins,In-Person,24/25
HSC 102,01,Mindfulness for Stress Reduction and Wellness,PAC-FTC,MW,8:30 AM - 9:20 AM,Open,Chris Hopkins,In-Person,24/25
HSC 102,01L,Mindfulness for Stress Reduction and Wellness,CHP-GAR,W,8:30 AM - 10:20 AM,Closed,Scott Murr,In-Person,20/20
HSC 201,01,Research and Evaluation in Health Sciences,PAC-FTC,F,9:30 AM - 10:20 AM,Closed,Scott Murr,In-Person,20/20
HSC 201,01L,Research and Evaluation in Health Sciences,PAC-HPL,TR,10:00 AM - 11:15 AM,Closed,Chris Hopkins,In-Person,19/18
HSC 201,02,Research and Evaluation in Health Sciences,PAC-113,R,2:30 PM - 5:20 PM,Closed,Chris Hopkins,In-Person,19/18
HSC 201,02L,Research and Evaluation in Health Sciences,PYR-028,TR,11:30 AM - 12:45 PM,Closed,Elizabeth Holt,In-Person,19/18
HSC 205,01,Fundamentals of Public Health,PYR-028,T,2:30 PM - 5:20 PM,Closed,Elizabeth Holt,In-Person,19/18
HSC 205,02,Fundamentals of Public Health,PAC-114,TR,8:30 AM - 9:45 AM,Open,Julian Reed,In-Person,9/25
HSC 210,01,Anatomy and Physiology I,PAC-113,TR,1:00 PM - 2:15 PM,Closed,Anna Cass,In-Person,25/25
HSC 210,01L,Anatomy and Physiology I,PAC-105,MWF,8:30 AM - 9:20 AM,Open,Tim Patrick,In-Person,16/18
HSC 210,02,Anatomy and Physiology I,PAC-105,M,2:30 PM - 5:20 PM,Open,Tim Patrick,In-Person,16/18
HSC 210,02L,Anatomy and Physiology I,PAC-105,MWF,9:30 AM - 10:20 AM,Open,Benjamin Snyder,In-Person,4/18
HSC 211,01,Anatomy and Physiology II,PAC-105,W,2:30 PM - 5:20 PM,Open,Benjamin Snyder,In-Person,4/18
HSC 211,01L,Anatomy and Physiology II,PAC-116,MWF,9:30 AM - 10:20 AM,Open,Matt Feigenbaum,In-Person,17/18
HSC 211,02,Anatomy and Physiology II,PAC-116,W,2:30 PM - 5:20 PM,Open,Matt Feigenbaum,In-Person,17/18
HSC 211,02L,Anatomy and Physiology II,PAC-113,MWF,11:30 AM - 12:20 PM,Open,Heath Burton,In-Person,14/18
HSC 242,01,Scientific Principles of Coaching,PAC-116,M,2:30 PM - 5:30 PM,Open,Heath Burton,In-Person,14/18
HSC 300,01,Chronic Disease: Epidemiology and Prevention,PAC-116,MWF,8:30 AM - 9:20 AM,Closed,Eric Sobolewski,In-Person,33/24
HSC 305,01,Global Public Health (Survey in Global Public Health),PYR-028,TR,1:00 PM - 2:15 PM,Closed,Elizabeth Holt,In-Person,25/24
HSC 305,02,Global Public Health (Survey in Global Public Health),PAC-113,TR,8:30 AM - 9:45 AM,Closed,Meghan Slining,In-Person,12/12
HSC 308,01,Exercise Epidemiology,PAC-113,TR,11:30 AM - 12:45 PM,Closed,Meghan Slining,In-Person,14/12
HSC 313,02,Fundamentals of Physical Rehabilitation,PAC-113,MWF,10:30 AM - 11:20 AM,Closed,Chris Hopkins,In-Person,12/12
HSC 314,01,Essentials of Strength and Conditioning,PAC-105,TR,11:30 AM - 12:45 PM,Open,Julian Reed,In-Person,11/20
HSC 315,01,Fundamentals of Nutrition,PAC-HPL,MWF,1:30 PM - 2:20 PM,Closed,Benjamin Snyder,In-Person,24/24
HSC 332,01,Graded Exercise Test Practicum,PAC-114,TR,10:00 AM - 11:15 AM,Open,Natalie The,In-Person,22/24
HSC 343,01,Pathophysiology of Infectious Disease,PAC-HPL,MWF,11:30 AM - 12:20 PM,Closed,Scott Murr,In-Person,24/24
HSC 401,01,Epidemiology,PAC-116,MWF,10:30 AM - 11:20 AM,Open,Matt Feigenbaum,In-Person,22/24
HSC 401,01L,Epidemiology,PAC-113,TR,10:00 AM - 11:15 AM,Open,Anna Cass,In-Person,11/24
HSC 501,01,Independent Study,PAC-113,W,2:30 PM - 5:20 PM,Open,Anna Cass,In-Person,11/24
HSC 501,02,Independent Study,HSC 501-01 - Independent Study,,,Open,Meghan Slining,In-Person,1/0
HSC 502,01,Research,HSC 501-02 - Independent Study,,,Open,Eric Sobolewski,In-Person,1/0
HSC 502,02,Research,HSC 502-01 - Research,,,Open,Eric Sobolewski,In-Person,1/0
HSC 502,03,Research,HSC 502-02 - Research,,,Open,Heath Burton,In-Person,3/0
HSC 503,01,Individualized Internship,HSC 502-03 - Research,,,Open,Shaniece Criss,In-Person,2/0
HSC 503,02,Individualized Internship,HSC 503-01 - Individualized Internship,,,Open,Kelly Frazier,In-Person,2/0
HSC 505,01,Structured Internship,HSC 503-02 - Individualized Internship,,,Open,Kelly Frazier,In-Person,1/0
HSC 505,02,Structured Internship,PAC-105,R,8:30 AM - 9:45 AM,Closed,Kelly Frazier,In-Person,10/10
HST 104,01,Europe in the Modern World,PAC-105,T,8:30 AM - 9:45 AM,Open,Kelly Frazier,In-Person,2/10
HST 104,02,Europe in the Modern World,FUR-207,TR,8:30 AM - 9:45 AM,Open,Jason Hansen,In-Person,20/22
HST 104,03,Europe in the Modern World,FUR-107,TR,10:00 AM - 11:15 AM,Open,Carolyn Day,In-Person,20/22
HST 104,04,Europe in the Modern World,FUR-214,MWF,10:30 AM - 11:20 AM,Open,Marian Strobel (Retired - Active),In-Person,19/22
HST 111,01,Passages in the Ancient and Medieval World,FUR-204,TR,10:00 AM - 11:15 AM,Closed,Jason Hansen,In-Person,22/22
HST 112,01,Passages in the Early Modern World,FUR-201,MWF,8:30 AM - 9:20 AM,Open,Abigail Hartman,In-Person,15/22
HST 112,02,Passages in the Early Modern World,FUR-209,MWF,8:30 AM - 9:20 AM,Closed,Tim Fehler,In-Person,22/22
HST 122,02,United States and the World since 1877,FUR-209,MWF,9:30 AM - 10:20 AM,Open,Tim Fehler,In-Person,21/22
HST 124,TU,War  Military and Society in American History,FUR-207,MWF,8:30 AM - 9:20 AM,Closed,Holly Pinheiro,In-Person,23/22
HST 141,01,Latin America in the Early Modern World,HST 124-TU - War  Military and Society in American History,,,Closed,Courtney Tollison,In-Person,1/0
HST 166,01,China in the Modern World,JHN-105,MWF,9:30 AM - 10:20 AM,Closed,John Barrington,In-Person,22/22
HST 203,01,The Crusades,FUR-208,MWF,8:30 AM - 9:20 AM,Open,Lane Harris,In-Person,21/22
HST 224,01,American Civil War Era,FUR-201,MWF,9:30 AM - 10:20 AM,Open,Abigail Hartman,In-Person,12/15
HST 277,01,Wars  Rebellions and Revolutions (English Civil War),FUR-214,MWF,11:30 AM - 12:20 PM,Closed,Holly Pinheiro,In-Person,16/15
HST 278,01,Empire and Imperialism (The Mongol Empire),FUR-207,R,10:00 AM - 11:15 AM,Open,Tim Fehler,In-Person,13/15
HST 285,01,Apparel and Identity in America,FUR-207,T,10:00 AM - 11:15 AM,Closed,Lane Harris,In-Person,18/15
HST 312,01,History of Business,FUR-121,TR,10:00 AM - 11:15 AM,Closed,Kathleen Casey,In-Person,15/15
HST 316,01,"Museums, Movies, and Monuments",FUR-110,MWF,11:30 AM - 12:20 PM,Closed,John Barrington,In-Person,15/15
HST 331,01,The Plains Indians,FUR-207,T,2:30 PM - 5:20 PM,Open,Courtney Tollison,In-Person,11/15
HST 476,01,Senior Seminar in History II (The Fashioned Body),FUR-201,TR,1:00 PM - 2:15 PM,Open,Steve O'Neill,In-Person,6/15
HST 476,02,Senior Seminar in History II (America's Long Civil Rights Movement),FUR-201,T,2:30 PM - 5:20 PM,Closed,Carolyn Day,In-Person,12/12
HST 501,01,Independent Study,FUR-201,R,2:30 PM - 5:20 PM,Open,Steve O'Neill,In-Person,6/12
HST 501,02,Independent Study,HST 501-01 - Independent Study,,,Open,Lane Harris,In-Person,1/0
HST 501,03,Independent Study,HST 501-02 - Independent Study,,,Open,Tim Fehler,In-Person,1/0
HUM 502,01,Humanities Lab (Applying Film Production Skills to Advance Humanities Projects),HST 501-03 - Independent Study,,,Open,Steve O'Neill,In-Person,1/0
IGD 101,01,Introduction to Intergroup Dialogue (Spirituality and Wonder),FUR-117,TR,11:30 AM - 12:45 PM,Closed,Geoffrey Gunn,In-Person,11/10
IGD 101,02,Introduction to Intergroup Dialogue (Bodies),FUR-207,M,3:00 PM - 5:00 PM,Closed,"Melanie Gordon, Victoria Montrose",In-Person,13/12
IGD 101,03,Introduction to Intergroup Dialogue (Race and Ethnicity),PAC-113,T,3:00 PM - 5:30 PM,Closed,"Jocelyn Boulware Bruce, Meghan Slining",In-Person,14/12
JPN 120,01,Elementary Japanese II,LIB-043 | R | 3:00 PM - 5:00 PM | 01/13/2025 - 03/20/2025,,,Open,"Andy Coe, Claire Whitlinger",In-Person,9/12
JPN 120,02,Elementary Japanese II,HIP-106,MTWR,9:30 AM - 10:20 AM,Open,Alexander Francis-Ratte,In-Person,18/24
JPN 202,01,Intermediate Japanese II,HIP-106,MTWR,10:30 AM - 11:20 AM,Open,Alexander Francis-Ratte,In-Person,10/24
JPN 202,TU,Intermediate Japanese II,FUR-109,MTRF,10:30 AM - 11:20 AM,Open,Izumi Tokunaga,In-Person,15/16
JPN 302,01,Intermediate Japanese IV,JPN 202-TU - Intermediate Japanese II,,,Closed,Izumi Tokunaga,In-Person,1/0
JPN 402,01,Advanced Japanese II,FUR-119,MWF,11:30 AM - 12:20 PM,Open,Izumi Tokunaga,In-Person,2/16
JPN 504,01,Directed Independent Study,FUR-209,W,2:30 PM - 5:20 PM,Open,Alexander Francis-Ratte,In-Person,7/19
JPN 504,02,Directed Independent Study,JPN 504-01 - Directed Independent Study,,,Closed,Alexander Francis-Ratte,In-Person,1/0
LAS 470,01,Issues in Latin America,JPN 504-02 - Directed Independent Study,,,Closed,Alexander Francis-Ratte,In-Person,1/0
LNG 210,01,General Linguistics,FUR-230,TR,1:00 PM - 2:15 PM,Open,Eunice Rojas,In-Person,14/24
LNG 260,01,The Bilingual Mind,JHN-109,MWF,9:30 AM - 10:20 AM,Closed,Melinda Menzer,In-Person,25/24
LNG 503,01,Individualized Internship,FUR-109,MWF,11:30 AM - 12:20 PM,Open,Juan Garrido,In-Person,10/15
LNG 503,02,Individualized Internship,LNG 503-01 - Individualized Internship,,,Closed,Stephanie Knouse,In-Person,9/0
LTN 120,01,Elementary Latin II,LNG 503-02 - Individualized Internship,,,Open,Stephanie Knouse,In-Person,1/18
LTN 120,02,Elementary Latin II,FUR-109,MTRF,8:30 AM - 9:20 AM,Open,Randall Childree,In-Person,14/22
LTN 305,01,Latin: Analytical Approaches (Manilius),FUR-108,MTRF,10:30 AM - 11:20 AM,Open,Eunice Kim,In-Person,15/22
MEM 201,01,Medieval and Early Modern Studies Colloquium,FUR-121,TR,11:30 AM - 12:45 PM,Open,Randall Childree,In-Person,7/12
MES 401,01,Middle Eastern and Islamic Studies Capstone Seminar,FUR-207,R,4:15 PM - 5:30 PM,Open,Tim Fehler,In-Person,7/18
MLL 360,01L,Latin America Through Film,JHN-111I,W,2:30 PM - 5:20 PM,Open,Buket Oztas,In-Person,8/15
MSL 102,01,Foundations of Agile and Adaptive Leadership,FUR-214,R,6:00 PM - 8:30 PM,Open,Santiago Quintero Ayarza,In-Person,0/24
MSL 102,01L,Foundations of Agile and Adaptive Leadership,BCM-CLR,MWF,1:30 PM - 2:20 PM,Open,James DeLong [C],In-Person,8/24
MSL 202,01,Decision Making and Army Doctrine,PYR-126,W,2:30 PM - 5:30 PM,Open,James DeLong [C],In-Person,8/24
MSL 202,01L,Decision Making and Army Doctrine,HIP-204,MWF,1:30 PM - 2:20 PM,Open,Jeffrey Sloan [C],In-Person,13/24
MSL 202,TS,Decision Making and Army Doctrine,PYR-126,W,2:30 PM - 5:20 PM,Open,Jeffrey Sloan [C],In-Person,13/24
MSL 202,TSL,Decision Making and Army Doctrine,MSL 202-TS - Decision Making and Army Doctrine,,,Closed,Jeffrey Sloan [C],In-Person,1/0
MSL 302,01,Applied Leadership,MSL 202-TSL - Decision Making and Army Doctrine,,,Closed,Jeffrey Sloan [C],In-Person,1/0
MSL 302,01L,Applied Leadership,BCM-CLR,TR,1:00 PM - 2:15 PM,Open,Kyle Casey [C],In-Person,12/24
MSL 402,01,Adaptive Leadership,PYR-126,W,2:30 PM - 5:00 PM,Open,Kyle Casey [C],In-Person,12/24
MSL 402,01L,Adaptive Leadership,BCM-CLR,MWF,8:30 AM - 9:20 AM,Open,Chad Monroe [C],In-Person,7/24
MTH 120,01,Introduction to Statistics,PYR-126,W,2:30 PM - 5:20 PM,Open   |   In-Person   |   7/24,,,
MTH 120,02,Introduction to Statistics,RLY-102,TR,8:30 AM - 9:45 AM,Open,Tom Lewis,In-Person,22/24
MTH 120,03,Introduction to Statistics,RLY-106,TR,8:30 AM - 9:45 AM,Open,Roy Bower,In-Person,23/24
MTH 120,04,Introduction to Statistics,RLY-103,TR,10:00 AM - 11:15 AM,Closed,Liz Bouzarth,In-Person,24/24
MTH 120,05,Introduction to Statistics,RLY-102,TR,10:00 AM - 11:15 AM,Open,Tom Lewis,In-Person,20/24
MTH 120,06,Introduction to Statistics,RLY-103,TR,11:30 AM - 12:45 PM,Closed,Liz Bouzarth,In-Person,24/24
MTH 120,07,Introduction to Statistics,RLY-103,TR,1:00 PM - 2:15 PM,Open,Roy Bower,In-Person,21/24
MTH 120,08,Introduction to Statistics,RLY-102,TR,1:00 PM - 2:15 PM,Open,Sara Yoder,In-Person,21/24
MTH 145,02,Calculus for Management  Life and Social Sciences,RLY-103,MWF,9:30 AM - 10:20 AM,Closed,Sarah Frick,In-Person,24/24
MTH 145,03,Calculus for Management  Life and Social Sciences,RLY-103,MWF,10:30 AM - 11:20 AM,Open,Sarah Frick,In-Person,16/24
MTH 145,04,Calculus for Management  Life and Social Sciences,RLY-103,MWF,11:30 AM - 12:20 PM,Open,Vic Bednar,In-Person,22/24
MTH 150,02,Analytic Geometry and Calculus I,RLY-103,MWF,1:30 PM - 2:20 PM,Open,Vic Bednar,In-Person,23/24
MTH 150,03,Analytic Geometry and Calculus I,RLY-105,MTRF,10:30 AM - 11:20 AM,Open,Casey Hawthorne,In-Person,13/24
MTH 150,04,Analytic Geometry and Calculus I,RLY-105,MTRF,11:30 AM - 12:20 PM,Open,Casey Hawthorne,In-Person,19/24
MTH 151,01,Analytic Geometry and Calculus II,RLY-107,MTRF,1:30 PM - 2:20 PM,Open,Kevin Hutson,In-Person,18/24
MTH 151,CBE,Analytic Geometry and Calculus II,RLY-102,MTRF,11:30 AM - 12:20 PM,Open,Mark Woodard,In-Person,22/24
MTH 160,01,Vectors and Matrices,MTH 151-CBE - Analytic Geometry and Calculus II,,,Closed,Mark Woodard,In-Person,1/0
MTH 245,01,Statistical Methods I with R,RLY-204,MWF,9:30 AM - 10:20 AM,Open,Kevin Hutson,In-Person,20/24
MTH 245,02,Statistical Methods I with R,RLY-103,TR,8:30 AM - 9:45 AM,Open,Liz Bouzarth,In-Person,20/24
MTH 250,01,Vector Calculus,RLY-204,TR,11:30 AM - 12:45 PM,Closed,Jordan Bounds,In-Person,24/24
MTH 255,01,Differential Equations,RLY-102,MWF,1:30 PM - 2:20 PM,Open,Sarah Frick,In-Person,11/24
MTH 260,01,Transition to Higher Mathematics,RLY-101,MWF,10:30 AM - 11:20 AM,Open,Jordan Bounds,In-Person,10/24
MTH 301,01,Mathematics for Elementary School Teachers I,RLY-105,MWF,8:30 AM - 9:20 AM,Open,John Harris,In-Person,16/18
MTH 320,01,Number Theory,RLY-101,MWF,8:30 AM - 9:20 AM,Open,Casey Hawthorne,In-Person,6/24
MTH 345,01,Statistical Methods II with R,RLY-101,MWF,9:30 AM - 10:20 AM,Open,Mark Woodard,In-Person,12/24
